ip_range,country,region,city,postal
62.62.178.0/24,FR,Île-de-France,Paris,75000
62.62.183.0/24,FR,Île-de-France,Paris,75000
62.62.182.0/24,FR,Île-de-France,Paris,75000
62.62.181.0/24,FR,Île-de-France,Paris,75000
62.62.179.0/24,FR,Île-de-France,Paris,75000
62.62.177.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
62.62.185.0/24,FR,Île-de-France,Paris,75000
62.62.189.0/24,FR,Île-de-France,Paris,75000
62.62.186.0/24,FR,Île-de-France,Paris,75000
62.62.184.0/24,FR,Île-de-France,Paris,75000
62.62.192.0/24,FR,Île-de-France,Paris,75000
62.62.190.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
62.62.191.0/24,FR,Île-de-France,Paris,75000
62.62.195.0/24,FR,Île-de-France,Paris,75000
62.62.197.0/24,FR,Île-de-France,Paris,75000
62.62.194.0/24,FR,Île-de-France,Paris,75000
62.62.187.0/24,FR,Île-de-France,Paris,75000
62.62.199.0/24,FR,Île-de-France,Paris,75000
62.62.188.0/24,FR,Île-de-France,Paris,75000
62.62.200.0/24,FR,Île-de-France,Paris,75000
62.62.198.0/24,FR,Île-de-France,Paris,75000
62.62.193.0/24,FR,Île-de-France,Paris,75000
62.62.201.0/24,FR,Île-de-France,Paris,75000
62.62.205.0/24,FR,Île-de-France,Paris,75000
62.62.196.0/24,FR,Île-de-France,Paris,75000
62.62.204.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
62.62.202.0/24,FR,Île-de-France,Paris,75000
62.62.206.0/24,FR,Île-de-France,Paris,75000
62.62.203.0/24,FR,Île-de-France,Paris,75000
62.62.207.0/24,FR,Île-de-France,Paris,75000
62.62.209.0/24,FR,Île-de-France,Paris,75000
62.62.210.0/24,FR,Île-de-France,Paris,75000
62.62.208.0/24,FR,Île-de-France,Paris,75000
62.62.214.0/24,FR,Île-de-France,Paris,75000
62.62.211.0/24,FR,Île-de-France,Paris,75000
62.62.213.0/24,FR,Île-de-France,Paris,75000
62.62.212.0/24,FR,Île-de-France,Paris,75000
62.62.215.0/24,FR,Île-de-France,Paris,75000
62.62.216.0/24,FR,Île-de-France,Paris,75000
62.62.218.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
62.62.217.0/24,FR,Île-de-France,Paris,75000
62.62.220.0/24,FR,Île-de-France,Paris,75000
62.62.219.0/24,FR,Île-de-France,Paris,75000
62.62.221.0/24,FR,Île-de-France,Paris,75000
62.62.222.0/24,FR,Île-de-France,Paris,75000
62.62.224.0/24,FR,Île-de-France,Paris,75000
62.62.223.0/24,FR,Île-de-France,Paris,75000
62.62.225.0/24,FR,Île-de-France,Paris,75000
62.62.226.0/24,FR,Île-de-France,Paris,75000
62.62.227.0/24,FR,Île-de-France,Paris,75000
62.62.229.0/24,FR,Île-de-France,Paris,75000
62.62.230.0/24,FR,Île-de-France,Paris,75000
62.62.232.0/24,FR,Île-de-France,Paris,75000
62.62.233.0/24,FR,Île-de-France,Paris,75000
62.62.235.0/24,FR,Île-de-France,Paris,75000
62.62.234.0/24,FR,Île-de-France,Paris,75000
62.62.231.0/24,FR,Île-de-France,Paris,75000
62.62.228.0/24,FR,Île-de-France,Paris,75000
62.62.238.0/24,FR,Île-de-France,Paris,75000
62.62.236.0/24,FR,Brittany,Guer,56380
62.62.239.0/24,FR,Île-de-France,Paris,75000
62.62.241.0/24,FR,Île-de-France,Paris,75000
62.62.243.0/24,FR,Île-de-France,Paris,75000
62.62.237.0/24,FR,Brittany,Rospez,22300
62.62.240.0/24,FR,Île-de-France,Paris,75000
62.62.242.0/24,FR,Île-de-France,Paris,75000
62.62.244.0/24,FR,Provence-Alpes-Côte d'Azur,Istres,13118
62.62.245.0/24,FR,Île-de-France,Paris,75000
62.62.246.0/24,FR,Île-de-France,Paris,75000
62.62.247.0/24,FR,Île-de-France,Paris,75000
62.62.248.0/24,FR,Île-de-France,Paris,75000
62.62.249.0/24,FR,Île-de-France,Paris,75000
62.62.250.0/24,FR,Île-de-France,Paris,75000
62.62.254.0/24,FR,Île-de-France,Paris,75000
62.62.252.0/24,FR,Île-de-France,Paris,75000
62.62.255.0/24,FR,Île-de-France,Paris,75000
62.62.253.0/24,FR,Île-de-France,Paris,75000
62.62.251.0/24,FR,Île-de-France,Paris,75000
194.183.192.0/24,FR,Île-de-France,Paris,75015
143.196.252.0/24,FR,Île-de-France,Athis-Mons,91200
194.183.193.0/24,FR,Île-de-France,Paris,75015
194.183.194.0/24,FR,Île-de-France,Paris,75015
194.183.195.0/24,FR,Île-de-France,Paris,75015
194.183.196.0/24,FR,Île-de-France,Paris,75015
194.183.197.0/24,FR,Île-de-France,Paris,75015
194.183.198.0/24,FR,Île-de-France,Paris,75015
194.183.200.0/24,FR,Île-de-France,Paris,75015
194.183.201.0/24,FR,Île-de-France,Paris,75015
194.183.202.0/24,FR,Île-de-France,Paris,75015
194.183.203.0/24,FR,Île-de-France,Paris,75015
194.183.204.0/24,FR,Hauts-de-France,Noyon,60400
194.183.207.0/24,FR,Provence-Alpes-Côte d'Azur,Draguignan,83003 CEDEX
194.183.206.0/24,FR,Centre,Châlette-sur-Loing,45121 CEDEX
194.183.210.0/24,FR,Hauts-de-France,Denain,59722 CEDEX
194.183.209.0/24,FR,Hauts-de-France,Condé-sur-l'Escaut,59163
194.183.211.0/24,FR,Occitanie,Muret,31603 CEDEX
194.183.208.0/24,FR,Auvergne-Rhône-Alpes,Oullins,69600
194.183.214.0/24,FR,Île-de-France,Paris,75000
194.183.205.0/24,FR,Île-de-France,Paris,75000
194.183.215.0/24,FR,Île-de-France,Paris,75000
194.183.213.0/24,FR,Hauts-de-France,Arras,62000
194.183.199.0/24,FR,Île-de-France,Paris,75015
194.183.216.0/24,FR,Hauts-de-France,Rumilly-en-Cambrésis,59281
194.183.212.0/24,FR,Île-de-France,Paris,75000
194.183.217.0/24,FR,Normandy,Caen,14040 CEDEX 4
194.183.218.0/24,FR,Nouvelle-Aquitaine,Limoges,87045 CEDEX 1
194.183.221.0/24,FR,Île-de-France,Paris,75000
194.183.219.0/24,FR,Île-de-France,Paris,75000
143.196.124.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
62.241.65.0/24,FR,Île-de-France,Paris,75000
62.241.67.0/24,FR,Hauts-de-France,Lille,59000
62.241.66.0/24,FR,Île-de-France,Paris,75000
194.183.223.0/24,FR,Île-de-France,Paris,75000
62.241.64.0/24,FR,Normandy,Isigny-sur-Mer,14230
62.241.68.0/24,FR,Occitanie,Vias,34450
194.183.222.0/24,FR,Île-de-France,Paris,75000
62.241.69.0/24,FR,Île-de-France,Paris,75000
62.241.71.0/24,FR,Île-de-France,Paris,75000
62.241.70.0/24,FR,Hauts-de-France,Marcq-en-Barœul,59700
62.241.73.0/24,FR,Provence-Alpes-Côte d'Azur,Cogolin,83311 CEDEX
62.241.72.0/24,FR,Hauts-de-France,Wasquehal,59290
62.241.74.0/24,FR,Normandy,Port-en-Bessin-Huppain,14520
194.183.220.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69008
62.241.75.0/24,FR,Île-de-France,Paris,75000
62.241.77.0/24,FR,Île-de-France,Paris,75000
62.241.76.0/24,FR,Normandy,Longues-sur-Mer,14400
62.241.80.0/24,FR,Occitanie,Mèze,34140
62.241.79.0/24,FR,Grand Est,Nancy,54000
62.241.81.0/24,FR,Île-de-France,Paris,75000
62.241.84.0/24,FR,Île-de-France,Paris,75015
62.241.82.0/24,FR,Occitanie,Montblanc,34290
62.241.86.0/24,FR,Hauts-de-France,Hénin-Beaumont,62110
62.241.85.0/24,FR,Île-de-France,Paris,75015
62.241.88.0/24,FR,Île-de-France,Paris,75000
62.241.87.0/24,FR,Île-de-France,Paris,75840 CEDEX 17
62.241.83.0/24,FR,Île-de-France,Paris,75000
62.241.90.0/24,FR,Auvergne-Rhône-Alpes,Le Puy-en-Velay,43000
62.241.89.0/24,FR,Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,83500
62.241.91.0/24,FR,Auvergne-Rhône-Alpes,Le Puy-en-Velay,43000
62.241.92.0/24,FR,Île-de-France,Paris,75000
62.241.93.0/24,FR,Île-de-France,Paris,75000
62.241.78.0/24,FR,Normandy,Marolles,14100
62.241.94.0/24,FR,Hauts-de-France,Abbeville,80100
62.241.95.0/24,FR,Hauts-de-France,Abbeville,80100
62.241.96.0/24,FR,Hauts-de-France,Marcq-en-Barœul,59700
62.241.98.0/24,FR,Centre,Vendôme,41100
62.241.99.0/24,FR,Normandy,Dieppe,76200
62.241.101.0/24,FR,Occitanie,Bessières,31660
62.241.100.0/24,FR,Provence-Alpes-Côte d'Azur,Six-Fours-les-Plages,83140
62.241.97.0/24,FR,Hauts-de-France,Marcq-en-Barœul,59700
62.241.102.0/24,FR,Occitanie,La Grand-Combe,30110
62.241.103.0/24,FR,Occitanie,Aigues-Mortes,30220
62.241.105.0/24,FR,Nouvelle-Aquitaine,Périgny,17180
62.241.104.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17000
62.241.106.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
62.241.108.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
62.241.109.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17000
62.241.107.0/24,FR,Nouvelle-Aquitaine,Périgny,17180
62.241.110.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
62.241.111.0/24,FR,Nouvelle-Aquitaine,Aytré,17440
62.241.112.0/24,FR,Brittany,Brest,29224 CEDEX 2
62.241.115.0/24,FR,Hauts-de-France,Lys-lez-Lannoy,59456 CEDEX
62.241.113.0/24,FR,Nouvelle-Aquitaine,Agen,47925 CEDEX 9
62.241.118.0/24,FR,Île-de-France,Gennevilliers,92633 CEDEX
62.241.117.0/24,FR,Île-de-France,Paris,75000
62.241.119.0/24,FR,Île-de-France,Paris,75015
62.241.116.0/24,FR,Grand Est,Dachstein,67120
62.241.120.0/24,FR,Île-de-France,Carrières-sous-Poissy,78955
62.241.114.0/24,FR,Île-de-France,Paris,75000
62.241.121.0/24,FR,Normandy,Courseulles-sur-Mer,14470
62.241.124.0/24,FR,Île-de-France,Paris,75000
62.241.123.0/24,FR,Nouvelle-Aquitaine,Saint-Médard-en-Jalles,33166 CEDEX
62.241.127.0/24,FR,Île-de-France,Saint-Denis,93285 CEDEX
88.140.2.0/24,FR,Île-de-France,Paris,75000
88.140.0/24.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
88.140.3.0/24,FR,Nouvelle-Aquitaine,Panazol,87350
62.241.125.0/24,FR,Île-de-France,Paris,75000
62.241.126.0/24,FR,Île-de-France,Paris,75000
88.140.5.0/24,FR,Nouvelle-Aquitaine,Ussel,19204 CEDEX
62.241.122.0/24,FR,Île-de-France,Savigny-sur-Orge,91603 CEDEX
88.140.6.0/24,FR,Nouvelle-Aquitaine,Aix,19200
88.140.4.0/24,FR,Nouvelle-Aquitaine,Feytiat,87222 CEDEX
88.140.8.0/24,FR,Bourgogne-Franche-Comté,La Charité-sur-Loire,58400
88.140.1.0/24,FR,Pays de la Loire,La Baule-Escoublac,44505 CEDEX
88.140.9.0/24,FR,Île-de-France,Paris,75000
88.140.7.0/24,FR,Nouvelle-Aquitaine,Aureil,87220
88.140.12.0/24,FR,Île-de-France,Paris,75000
88.140.11.0/24,FR,Île-de-France,Paris,75000
88.140.10.0/24,FR,Île-de-France,Paris,75000
88.140.14.0/24,FR,Nouvelle-Aquitaine,Pessac,33600
88.140.15.0/24,FR,Île-de-France,Paris,75000
88.140.13.0/24,FR,Provence-Alpes-Côte d'Azur,La Ciotat,13600
88.140.16.0/24,FR,Île-de-France,Paris,75015
88.140.19.0/24,FR,Nouvelle-Aquitaine,La Souterraine,23300
88.140.17.0/24,FR,Nouvelle-Aquitaine,Lubersac,19210
88.140.18.0/24,FR,Nouvelle-Aquitaine,Larche,19600
88.140.20.0/24,FR,Nouvelle-Aquitaine,Limoges,87045 CEDEX 1
88.140.22.0/24,FR,Île-de-France,Paris,75015
88.140.21.0/24,FR,Île-de-France,Paris,75015
88.140.23.0/24,FR,Île-de-France,Paris,75015
88.140.24.0/24,FR,Île-de-France,Paris,75015
88.140.27.0/24,FR,Île-de-France,Paris,75015
88.140.28.0/24,FR,Auvergne-Rhône-Alpes,Ambierle,42820
88.140.29.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.26.0/24,FR,Île-de-France,Paris,75015
88.140.33.0/24,FR,Nouvelle-Aquitaine,Panazol,87350
88.140.32.0/24,FR,Nouvelle-Aquitaine,Donzenac,19270
88.140.31.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.37.0/24,FR,Île-de-France,Paris,75015
88.140.36.0/24,FR,Île-de-France,Paris,75015
88.140.34.0/24,FR,Nouvelle-Aquitaine,Saint-Just-le-Martel,87590
88.140.35.0/24,FR,Nouvelle-Aquitaine,Aixe-sur-Vienne,87700
88.140.38.0/24,FR,Île-de-France,Paris,75015
88.140.40.0/24,FR,Île-de-France,Paris,75015
88.140.41.0/24,FR,Île-de-France,Paris,75015
88.140.30.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.42.0/24,FR,Île-de-France,Paris,75015
88.140.43.0/24,FR,Île-de-France,Paris,75015
88.140.44.0/24,FR,Île-de-France,Paris,75015
88.140.45.0/24,FR,Île-de-France,Paris,75015
88.140.46.0/24,FR,Île-de-France,Paris,75015
88.140.47.0/24,FR,Île-de-France,Paris,75015
88.140.39.0/24,FR,Île-de-France,Paris,75015
88.140.48.0/24,FR,Île-de-France,Paris,75000
88.140.49.0/24,FR,Brittany,Locminé,56501 CEDEX
88.140.50.0/24,FR,Nouvelle-Aquitaine,Toulenne,33210
88.140.51.0/24,FR,Brittany,Lorient,56100
88.140.53.0/24,FR,Nouvelle-Aquitaine,Limoges,87000
88.140.52.0/24,FR,Brittany,Lorient,56100
88.140.56.0/24,FR,Brittany,Plouay,56240
88.140.55.0/24,FR,Île-de-France,Paris,75000
88.140.58.0/24,FR,Brittany,Pontivy,56304 CEDEX
88.140.57.0/24,FR,Brittany,Port-Louis,56290
88.140.54.0/24,FR,Occitanie,Lavaur,81500
88.140.62.0/24,FR,Auvergne-Rhône-Alpes,Saint-Siméon-de-Bressieux,38870
88.140.60.0/24,FR,Île-de-France,Paris,75015
88.140.59.0/24,FR,Brittany,Questembert,56239 CEDEX
88.140.61.0/24,FR,Île-de-France,Paris,75015
88.140.63.0/24,FR,Auvergne-Rhône-Alpes,Vienne,38203 CEDEX
88.140.25.0/24,FR,Île-de-France,Paris,75015
88.140.64.0/24,FR,Auvergne-Rhône-Alpes,Bonson,42160
88.140.66.0/24,FR,Auvergne-Rhône-Alpes,Bourg-Argental,42220
88.140.67.0/24,FR,Auvergne-Rhône-Alpes,Bourg-Argental,42220
88.140.68.0/24,FR,Auvergne-Rhône-Alpes,Champdieu,42600
88.140.65.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.69.0/24,FR,Île-de-France,Paris,75015
88.140.72.0/24,FR,Île-de-France,Paris,75015
88.140.71.0/24,FR,Pays de la Loire,Nantes,44000
88.140.70.0/24,FR,Pays de la Loire,Nantes,44000
88.140.75.0/24,FR,Île-de-France,Paris,75015
88.140.74.0/24,FR,Île-de-France,Paris,75015
88.140.73.0/24,FR,Île-de-France,Paris,75015
88.140.76.0/24,FR,Hauts-de-France,Hazebrouck,59524 CEDEX
88.140.81.0/24,FR,Île-de-France,Paris,75015
88.140.77.0/24,FR,Normandy,Mortagne-au-Perche,61400
88.140.78.0/24,FR,Île-de-France,Paris,75015
88.140.83.0/24,FR,Île-de-France,Paris,75015
88.140.80.0/24,FR,Île-de-France,Paris,75015
88.140.79.0/24,FR,Île-de-France,Paris,75015
88.140.82.0/24,FR,Île-de-France,Paris,75015
88.140.84.0/24,FR,Île-de-France,Paris,75015
88.140.85.0/24,FR,Île-de-France,Paris,75015
88.140.86.0/24,FR,Île-de-France,Paris,75015
88.140.87.0/24,FR,Île-de-France,Paris,75015
88.140.88.0/24,FR,Île-de-France,Paris,75015
88.140.89.0/24,FR,Île-de-France,Paris,75015
88.140.90.0/24,FR,Île-de-France,Paris,75015
88.140.92.0/24,FR,Île-de-France,Paris,75015
88.140.91.0/24,FR,Île-de-France,Paris,75015
88.140.93.0/24,FR,Île-de-France,Paris,75015
88.140.96.0/24,FR,Île-de-France,Paris,75000
88.140.94.0/24,FR,Île-de-France,Paris,75015
88.140.97.0/24,FR,Île-de-France,Paris,75000
88.140.99.0/24,FR,Brittany,Quiberon,56179 CEDEX
88.140.98.0/24,FR,Île-de-France,Paris,75000
88.140.95.0/24,FR,Île-de-France,Paris,75015
88.140.101.0/24,FR,Île-de-France,Paris,75000
88.140.100.0/24,FR,Île-de-France,Paris,75000
88.140.104.0/24,FR,Île-de-France,Paris,75000
88.140.108.0/24,FR,Île-de-France,Paris,75000
88.140.103.0/24,FR,Occitanie,Canet-en-Roussillon,66144 CEDEX
88.140.102.0/24,FR,Île-de-France,Boulogne-Billancourt,92100
88.140.106.0/24,FR,Île-de-France,Paris,75000
88.140.110.0/24,FR,Île-de-France,Paris,75000
88.140.105.0/24,FR,Île-de-France,Paris,75000
88.140.109.0/24,FR,Île-de-France,Paris,75000
88.140.111.0/24,FR,Île-de-France,Paris,75000
88.140.107.0/24,FR,Île-de-France,Paris,75000
88.140.112.0/24,FR,Auvergne-Rhône-Alpes,La Pacaudière,42310
88.140.113.0/24,FR,Île-de-France,Paris,75000
88.140.115.0/24,FR,Pays de la Loire,Couffé,44521
88.140.117.0/24,FR,Île-de-France,Paris,75000
88.140.119.0/24,FR,Île-de-France,Paris,75000
88.140.116.0/24,FR,Île-de-France,Paris,75000
88.140.120.0/24,FR,Île-de-France,Paris,75000
88.140.118.0/24,FR,Île-de-France,Paris,75000
88.140.114.0/24,FR,Normandy,Le Havre,76050 CEDEX
88.140.122.0/24,FR,Brittany,Landerneau,29206 CEDEX
88.140.123.0/24,FR,Brittany,Lesneven,29260
88.140.124.0/24,FR,Brittany,Plabennec,29860
88.140.121.0/24,FR,Brittany,Guipavas,29490
88.140.125.0/24,FR,Brittany,Saint-Brieuc,22000
88.140.127.0/24,FR,Centre,Bailleau-le-Pin,28120
88.140.126.0/24,FR,Hauts-de-France,Maubeuge,59600
88.140.128.0/24,FR,Brittany,Quimper,29333 CEDEX
88.140.129.0/24,FR,Nouvelle-Aquitaine,Mérignac,33688 CEDEX
88.140.133.0/24,FR,Auvergne-Rhône-Alpes,Cordelle,42123
88.140.132.0/24,FR,Auvergne-Rhône-Alpes,Cordelle,42123
88.140.130.0/24,FR,Auvergne-Rhône-Alpes,Pélussin,42410
88.140.131.0/24,FR,Auvergne-Rhône-Alpes,Pélussin,42410
88.140.134.0/24,FR,Auvergne-Rhône-Alpes,Cremeaux,42260
88.140.139.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
88.140.136.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.135.0/24,FR,Auvergne-Rhône-Alpes,Cordelle,42123
88.140.137.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.138.0/24,FR,Auvergne-Rhône-Alpes,Feurs,42110
88.140.141.0/24,FR,Brittany,Saint-Renan,29290
88.140.143.0/24,FR,Brittany,Saint-Malo,35411 CEDEX
88.140.142.0/24,FR,Brittany,Saint-Malo,35411 CEDEX
88.140.145.0/24,FR,Brittany,Dinard,35801 CEDEX
88.140.144.0/24,FR,Brittany,Saint-Malo,35411 CEDEX
88.140.146.0/24,FR,Brittany,Bruz,35170
88.140.149.0/24,FR,Occitanie,Rivesaltes,66600
88.140.147.0/24,FR,Île-de-France,Paris,75000
88.140.148.0/24,FR,Provence-Alpes-Côte d'Azur,Levens,6670
88.140.150.0/24,FR,Auvergne-Rhône-Alpes,Livron-sur-Drôme,26250
88.140.151.0/24,FR,Auvergne-Rhône-Alpes,Peyrus,26120
88.140.152.0/24,FR,Auvergne-Rhône-Alpes,Saint-Julien-en-Saint-Alban,7000
88.140.140.0/24,FR,Nouvelle-Aquitaine,Villenave-d'Ornon,33882 CEDEX
88.140.153.0/24,FR,Auvergne-Rhône-Alpes,Valence,26000
88.140.155.0/24,FR,Nouvelle-Aquitaine,Ger,64530
88.140.156.0/24,FR,Grand Est,Saint-André-les-Vergers,10128 CEDEX
88.140.157.0/24,FR,Brittany,Fougères,35300
88.140.158.0/24,FR,Brittany,Janzé,35150
88.140.160.0/24,FR,Île-de-France,Paris,75000
88.140.162.0/24,FR,Bourgogne-Franche-Comté,La Machine,58260
88.140.159.0/24,FR,Île-de-France,Paris,75000
88.140.163.0/24,FR,Île-de-France,Paris,75000
88.140.164.0/24,FR,Île-de-France,Paris,75000
88.140.165.0/24,FR,Île-de-France,Paris,75000
88.140.166.0/24,FR,Île-de-France,Paris,75000
88.140.167.0/24,FR,Île-de-France,Paris,75000
88.140.154.0/24,FR,Auvergne-Rhône-Alpes,Chatuzange-le-Goubet,26300
88.140.161.0/24,FR,Bourgogne-Franche-Comté,Château-Chinon(Ville),58120
88.140.168.0/24,FR,Île-de-France,Paris,75000
88.140.169.0/24,FR,Île-de-France,Paris,75000
88.140.170.0/24,FR,Île-de-France,Paris,75000
88.140.171.0/24,FR,Île-de-France,Paris,75000
88.140.173.0/24,FR,Île-de-France,Paris,75000
88.140.174.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.175.0/24,FR,Nouvelle-Aquitaine,Rilhac-Rancon,87570
88.140.172.0/24,FR,Île-de-France,Paris,75000
88.140.176.0/24,FR,Brittany,Betton,35832 CEDEX
88.140.178.0/24,FR,Provence-Alpes-Côte d'Azur,Saint-Vallier-de-Thiey,6460
88.140.180.0/24,FR,Brittany,Rennes,35099 CEDEX 9
88.140.181.0/24,FR,Île-de-France,Paris,75000
88.140.182.0/24,FR,Île-de-France,Paris,75000
88.140.179.0/24,FR,Brittany,Rennes,35099 CEDEX 9
88.140.183.0/24,FR,Brittany,Pleurtuit,35730
88.140.177.0/24,FR,Brittany,Rennes,35000
88.140.184.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38000
88.140.185.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38000
88.140.186.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38000
88.140.187.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38007 CEDEX 1
88.140.188.0/24,FR,Île-de-France,Soisy-sous-Montmorency,95232
88.140.189.0/24,FR,Île-de-France,Paris,75000
88.140.191.0/24,FR,Brittany,Rennes,35099 CEDEX 9
88.140.192.0/24,FR,Brittany,Rennes,35099 CEDEX 9
88.140.193.0/24,FR,Brittany,Vitré,35500
88.140.190.0/24,FR,Brittany,Rennes,35000
88.140.196.0/24,FR,Brittany,Auray,56400
88.140.194.0/24,FR,Brittany,Vitré,35500
88.140.195.0/24,FR,Île-de-France,Paris,75000
88.140.197.0/24,FR,Île-de-France,Paris,75026 CEDEX 01
88.140.200.0/24,FR,Île-de-France,Paris,75000
88.140.201.0/24,FR,Île-de-France,Paris,75000
88.140.203.0/24,FR,Île-de-France,Paris,75000
88.140.202.0/24,FR,Île-de-France,Paris,75000
88.140.204.0/24,FR,Île-de-France,Paris,75155 CEDEX 03
88.140.205.0/24,FR,Provence-Alpes-Côte d'Azur,Solliès-Pont,83210
88.140.206.0/24,FR,Provence-Alpes-Côte d'Azur,Saint-Raphaël,83530
88.140.198.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
88.140.209.0/24,FR,Île-de-France,Paris,75000
88.140.199.0/24,FR,Île-de-France,Paris,75000
88.140.207.0/24,FR,Île-de-France,Boulogne-Billancourt,92100
88.140.208.0/24,FR,Hauts-de-France,Lille,59000
88.140.210.0/24,FR,Île-de-France,Paris,75000
88.140.211.0/24,FR,Île-de-France,Paris,75000
88.140.212.0/24,FR,Île-de-France,Paris,75000
88.140.213.0/24,FR,Île-de-France,Paris,75000
88.140.216.0/24,FR,Île-de-France,Paris,75000
88.140.217.0/24,FR,Île-de-France,Paris,75000
88.140.214.0/24,FR,Île-de-France,Paris,75000
88.140.218.0/24,FR,Île-de-France,Paris,75000
88.140.215.0/24,FR,Île-de-France,Paris,75000
88.140.221.0/24,FR,Île-de-France,Paris,75000
88.140.222.0/24,FR,Île-de-France,Paris,75000
88.140.225.0/24,FR,Île-de-France,Paris,75000
88.140.228.0/24,FR,Île-de-France,Paris,75000
88.140.229.0/24,FR,Île-de-France,Paris,75000
88.140.227.0/24,FR,Île-de-France,Paris,75000
88.140.224.0/24,FR,Île-de-France,Paris,75000
88.140.226.0/24,FR,Île-de-France,Paris,75000
88.140.230.0/24,FR,Île-de-France,Paris,75000
88.140.232.0/24,FR,Île-de-France,Paris,75000
88.140.231.0/24,FR,Île-de-France,Paris,75000
88.140.220.0/24,FR,Île-de-France,Paris,75000
88.140.234.0/24,FR,Île-de-France,Paris,75000
88.140.233.0/24,FR,Île-de-France,Paris,75000
88.140.236.0/24,FR,Île-de-France,Paris,75000
88.140.237.0/24,FR,Île-de-France,Paris,75000
88.140.240.0/24,FR,Brittany,Belz,56550
88.140.238.0/24,FR,Île-de-France,Paris,75000
88.140.239.0/24,FR,Île-de-France,Paris,75000
88.140.235.0/24,FR,Île-de-France,Paris,75000
88.140.244.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
88.140.246.0/24,FR,Auvergne-Rhône-Alpes,Maclas,42520
88.140.243.0/24,FR,Île-de-France,Taverny,95559 CEDEX
88.140.242.0/24,FR,Île-de-France,Paris,75000
88.140.241.0/24,FR,Brittany,Sulniac,56250
88.140.252.0/24,FR,Brittany,Hennebont,56709 CEDEX
88.140.247.0/24,FR,Auvergne-Rhône-Alpes,Maclas,42520
88.140.248.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69009
88.140.245.0/24,FR,Île-de-France,Paris,75000
88.140.253.0/24,FR,Brittany,Hennebont,56709 CEDEX
88.140.254.0/24,FR,Brittany,Josselin,56120
88.140.250.0/24,FR,Île-de-France,Paris,75018
88.140.249.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69008
88.140.251.0/24,FR,Brittany,Hennebont,56709 CEDEX
88.140.255.0/24,FR,Brittany,Larmor-Plage,56260
143.196.250.0/24,FR,Île-de-France,Paris,75000
86.64.0/24.0/24,FR,Île-de-France,Paris,75000
88.140.219.0/24,FR,Île-de-France,Paris,75000
86.64.3.0/24,FR,Île-de-France,Paris,75000
86.64.2.0/24,FR,Île-de-France,Paris,75000
86.64.1.0/24,FR,Île-de-France,Paris,75000
86.64.5.0/24,FR,Grand Est,Saint-André-les-Vergers,10120
86.64.4.0/24,FR,Île-de-France,Paris,75000
86.64.6.0/24,FR,Île-de-France,Paris,75000
86.64.7.0/24,FR,Auvergne-Rhône-Alpes,Vaulx-en-Velin,69514 CEDEX
88.140.223.0/24,FR,Île-de-France,Paris,75000
86.64.8.0/24,FR,Île-de-France,Paris,75000
86.64.9.0/24,FR,Occitanie,Montauban,82054 CEDEX
86.64.10.0/24,FR,Île-de-France,Paris,75000
86.64.11.0/24,FR,Île-de-France,Paris,75000
79.94.81.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33000
79.94.83.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33000
79.94.84.0/24,FR,Hauts-de-France,Noyon,60409 CEDEX
79.94.82.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33000
79.94.88.0/24,FR,Île-de-France,Paris,75000
79.94.86.0/24,FR,Nouvelle-Aquitaine,Bruges,33520
79.94.95.0/24,FR,Île-de-France,Paris,75000
79.94.98.0/24,FR,Île-de-France,Paris,75000
