ip_range,country,region,city,postal
77.199.114.0/24,FR,Auvergne-Rhône-Alpes,Ambérieu-en-Bugey,1500
77.199.116.0/24,FR,Île-de-France,Paris,75000
77.199.118.0/24,FR,Île-de-France,Paris,75000
77.199.113.0/24,FR,Auvergne-Rhône-Alpes,Ambérieu-en-Bugey,1500
77.199.133.0/24,FR,Auvergne-Rhône-Alpes,Bourgoin-Jallieu,38304 CEDEX
77.199.137.0/24,FR,Île-de-France,Paris,75000
77.199.147.0/24,FR,Île-de-France,Paris,75000
77.199.120.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69009
77.199.119.0/24,FR,Île-de-France,Paris,75000
77.199.149.0/24,FR,Brittany,Vitré,35502 CEDEX
77.199.123.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69009
77.199.121.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.199.127.0/24,FR,Centre,Sully-sur-Loire,45600
77.199.131.0/24,FR,Occitanie,Brie,9700
77.199.129.0/24,FR,Provence-Alpes-Côte d'Azur,Fréjus,83370
77.199.135.0/24,FR,Auvergne-Rhône-Alpes,Bourgoin-Jallieu,38304 CEDEX
77.199.117.0/24,FR,Île-de-France,Paris,75000
77.199.136.0/24,FR,Île-de-France,Paris,75000
77.199.144.0/24,FR,Île-de-France,Paris,75000
77.199.146.0/24,FR,Île-de-France,Paris,75000
77.199.122.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.199.152.0/24,FR,Brittany,Saint-Malo,35411 CEDEX
77.199.151.0/24,FR,Pays de la Loire,Aizenay,85190
77.199.124.0/24,FR,Centre,Saint-Père-sur-Loire,45600
77.199.125.0/24,FR,Centre,Sully-sur-Loire,45600
77.199.126.0/24,FR,Centre,Saint-Père-sur-Loire,45600
77.199.128.0/24,FR,Provence-Alpes-Côte d'Azur,Fréjus,83370
77.199.130.0/24,FR,Occitanie,Arthès,81160
77.199.139.0/24,FR,Île-de-France,Paris,75000
77.199.140.0/24,FR,Île-de-France,Paris,75000
77.199.145.0/24,FR,Île-de-France,Paris,75000
77.199.153.0/24,FR,Île-de-France,Paris,75000
77.199.155.0/24,FR,Provence-Alpes-Côte d'Azur,Avignon,84140
77.199.156.0/24,FR,Hauts-de-France,Cayeux-sur-Mer,80410
77.199.132.0/24,FR,Auvergne-Rhône-Alpes,Bourgoin-Jallieu,38304 CEDEX
77.199.158.0/24,FR,Bourgogne-Franche-Comté,Prissé,71960
77.199.134.0/24,FR,Auvergne-Rhône-Alpes,Bourgoin-Jallieu,38304 CEDEX
77.199.161.0/24,FR,Centre,Tours,37098 CEDEX 2
77.199.138.0/24,FR,Île-de-France,Paris,75000
77.199.162.0/24,FR,Centre,Tours,37098 CEDEX 2
77.199.141.0/24,FR,Île-de-France,Paris,75026 CEDEX 01
77.199.159.0/24,FR,Île-de-France,Paris,75000
77.199.142.0/24,FR,Occitanie,Toulouse,31489 CEDEX 4
77.199.165.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.143.0/24,FR,Nouvelle-Aquitaine,Roquefort,40120
77.199.166.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.148.0/24,FR,Île-de-France,Paris,75000
77.199.160.0/24,FR,Centre,Tours,37098 CEDEX 2
77.199.168.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.199.150.0/24,FR,Île-de-France,Paris,75000
77.199.169.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.199.171.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.199.167.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.163.0/24,FR,Centre,Tours,37098 CEDEX 2
77.199.173.0/24,FR,Île-de-France,Paris,75000
77.199.175.0/24,FR,Île-de-France,Paris,75000
77.199.164.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.199.172.0/24,FR,Île-de-France,Paris,75000
77.199.170.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.199.174.0/24,FR,Île-de-France,Paris,75000
77.199.176.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.177.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.179.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.199.154.0/24,FR,Île-de-France,Paris,75000
77.199.185.0/24,FR,Île-de-France,Paris,75000
77.199.187.0/24,FR,Île-de-France,Paris,75000
77.199.186.0/24,FR,Île-de-France,Paris,75479 CEDEX 10
77.199.180.0/24,FR,Île-de-France,Paris,75000
77.199.184.0/24,FR,Île-de-France,Paris,75000
77.199.190.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69003
77.199.189.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.199.195.0/24,FR,Pays de la Loire,Le Mans,72000
77.199.188.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.199.194.0/24,FR,Pays de la Loire,Le Mans,72000
77.199.193.0/24,FR,Pays de la Loire,Le Mans,72086 CEDEX 9
77.199.198.0/24,FR,Bourgogne-Franche-Comté,Chagny,71150
77.199.196.0/24,FR,Auvergne-Rhône-Alpes,Bourg-en-Bresse,01008 CEDEX
77.199.197.0/24,FR,Auvergne-Rhône-Alpes,Bourg-en-Bresse,01008 CEDEX
77.199.192.0/24,FR,Pays de la Loire,Le Mans,72086 CEDEX 9
77.199.200.0/24,FR,Auvergne-Rhône-Alpes,Firminy,42700
77.199.203.0/24,FR,Grand Est,Romilly-sur-Seine,10100
77.199.199.0/24,FR,Île-de-France,Paris,75000
77.199.202.0/24,FR,Grand Est,Romilly-sur-Seine,10105 CEDEX
77.199.208.0/24,FR,Provence-Alpes-Côte d'Azur,Mougins,06257 CEDEX
77.199.205.0/24,FR,Normandy,Sacquenville,27930
77.199.201.0/24,FR,Île-de-France,Paris,75000
77.199.178.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.209.0/24,FR,Provence-Alpes-Côte d'Azur,Mougins,06257 CEDEX
77.199.210.0/24,FR,Île-de-France,Paris,75000
77.199.206.0/24,FR,Auvergne-Rhône-Alpes,Lempdes,63370
77.199.215.0/24,FR,Nouvelle-Aquitaine,Saint-Jean-d'Illac,33127
77.199.213.0/24,FR,Occitanie,Saissac,11310
77.199.214.0/24,FR,Île-de-France,Paris,75000
77.199.211.0/24,FR,Île-de-France,Paris,75000
77.199.216.0/24,FR,Pays de la Loire,Le Mans,72086 CEDEX 9
77.199.218.0/24,FR,Pays de la Loire,Le Mans,72086 CEDEX 9
77.199.217.0/24,FR,Pays de la Loire,Le Mans,72000
77.199.219.0/24,FR,Pays de la Loire,Le Mans,72086 CEDEX 9
77.199.220.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.199.204.0/24,FR,Île-de-France,Tournan-en-Brie,77229 CEDEX
77.199.207.0/24,FR,Île-de-France,Paris,75015
77.199.157.0/24,FR,Pays de la Loire,Chauvé,44320
77.199.221.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.226.0/24,FR,Bourgogne-Franche-Comté,Couches,71490
77.199.223.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.115.0/24,FR,Auvergne-Rhône-Alpes,Ambérieu-en-Bugey,01501 CEDEX
77.199.225.0/24,FR,Grand Est,Vireux-Wallerand,8320
77.199.222.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.199.224.0/24,FR,Hauts-de-France,Huchenneville,80132
77.199.112.0/24,FR,Auvergne-Rhône-Alpes,Ambérieu-en-Bugey,1500
77.199.181.0/24,FR,Île-de-France,Saint-Germain-en-Laye,78100
77.199.183.0/24,FR,Île-de-France,Paris,75000
77.199.182.0/24,FR,Île-de-France,Paris,75000
77.199.191.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69002
77.199.228.0/24,FR,Nouvelle-Aquitaine,Beurlay,17250
77.199.227.0/24,FR,Île-de-France,Paris,75000
77.199.229.0/24,FR,Nouvelle-Aquitaine,Rochefort,17302 CEDEX
77.199.231.0/24,FR,Nouvelle-Aquitaine,Royan,17200
77.199.232.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.199.230.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.199.233.0/24,FR,Nouvelle-Aquitaine,Royan,17200
77.199.238.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.199.234.0/24,FR,Nouvelle-Aquitaine,Rochefort,17302 CEDEX
77.199.235.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.199.237.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
77.199.242.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38007 CEDEX 1
77.199.241.0/24,FR,Occitanie,Toulouse,31000
77.199.243.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38007 CEDEX 1
77.199.248.0/24,FR,Provence-Alpes-Côte d'Azur,Brignoles,83174 CEDEX
77.199.244.0/24,FR,Nouvelle-Aquitaine,Ustaritz,64480
77.199.236.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.199.252.0/24,FR,Île-de-France,Paris,75000
77.199.254.0/24,FR,Grand Est,Thaon-les-Vosges,88150
77.199.251.0/24,FR,Grand Est,Tours-sur-Marne,51150
77.200.1.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.199.255.0/24,FR,Nouvelle-Aquitaine,Bonneuil-Matours,86210
77.200.0/24.0/24,FR,Nouvelle-Aquitaine,Beurlay,17250
77.200.6.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.5.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.2.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.9.0/24,FR,Nouvelle-Aquitaine,Saint-Pierre-d'Oléron,17310
77.200.7.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
77.200.8.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
77.199.239.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.199.245.0/24,FR,Nouvelle-Aquitaine,Ustaritz,64480
77.200.11.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.10.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.13.0/24,FR,Brittany,Loudéac,22609 CEDEX
77.199.240.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.12.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.14.0/24,FR,Auvergne-Rhône-Alpes,Chavanoz,38230
77.199.246.0/24,FR,Nouvelle-Aquitaine,Bonneuil-Matours,86210
77.200.16.0/24,FR,Brittany,Pommerit-le-Vicomte,22200
77.200.15.0/24,FR,Brittany,Saint-Brieuc,22042 CEDEX 2
77.199.250.0/24,FR,Nouvelle-Aquitaine,Vouneuil-sur-Vienne,86210
77.199.249.0/24,FR,Île-de-France,Paris,75000
77.199.253.0/24,FR,Île-de-France,Paris,75000
77.199.247.0/24,FR,Auvergne-Rhône-Alpes,Malrevers,43800
77.200.3.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.19.0/24,FR,Auvergne-Rhône-Alpes,Villefranche-sur-Saône,69400
77.200.20.0/24,FR,Occitanie,Agde,34300
77.200.21.0/24,FR,Occitanie,Agde,34300
77.200.23.0/24,FR,Nouvelle-Aquitaine,Chaunay,86510
77.200.24.0/24,FR,Bourgogne-Franche-Comté,Issy-l'Évêque,71760
77.200.27.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.22.0/24,FR,Nouvelle-Aquitaine,Paillé,17470
77.200.17.0/24,FR,Île-de-France,Vitry-sur-Seine,94785 CEDEX
77.200.28.0/24,FR,Nouvelle-Aquitaine,Rochefort,17133 AIR
77.200.31.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.25.0/24,FR,Île-de-France,Paris,75015
77.200.30.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.26.0/24,FR,Île-de-France,Paris,75015
77.200.32.0/24,FR,Nouvelle-Aquitaine,Royan,17200
77.200.35.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.37.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.36.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.38.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
77.200.34.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.39.0/24,FR,Centre,Saint-Pierre-des-Corps,37709 CEDEX
77.200.41.0/24,FR,Occitanie,Agde,34300
77.200.42.0/24,FR,Nouvelle-Aquitaine,Arcachon,33312 CEDEX
77.200.44.0/24,FR,Brittany,Loudéac,22609 CEDEX
77.200.46.0/24,FR,Île-de-France,Paris,75000
77.200.47.0/24,FR,Provence-Alpes-Côte d'Azur,Bormes-les-Mimosas,83230
77.200.48.0/24,FR,Brittany,Pont-Aven,29930
77.200.49.0/24,FR,Île-de-France,Paris,75015
77.200.50.0/24,FR,Nouvelle-Aquitaine,Beurlay,17250
77.200.51.0/24,FR,Nouvelle-Aquitaine,Beurlay,17250
77.200.40.0/24,FR,Occitanie,Agde,34302 CEDEX
77.200.53.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.54.0/24,FR,Nouvelle-Aquitaine,Royan,17200
77.200.55.0/24,FR,Nouvelle-Aquitaine,Royan,17200
77.200.56.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.57.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.59.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.58.0/24,FR,Nouvelle-Aquitaine,Tonnay-Charente,17430
77.200.60.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.62.0/24,FR,Nouvelle-Aquitaine,Saintes,17107 CEDEX
77.200.61.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.63.0/24,FR,Nouvelle-Aquitaine,Royan,17204 CEDEX
77.200.65.0/24,FR,Pays de la Loire,Angers,49000
77.200.64.0/24,FR,Nouvelle-Aquitaine,Royan,17200
77.200.66.0/24,FR,Nouvelle-Aquitaine,Saujon,17600
77.200.45.0/24,FR,Bourgogne-Franche-Comté,La Fermeté,58160
77.200.52.0/24,FR,Nouvelle-Aquitaine,Beurlay,17250
77.200.29.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.68.0/24,FR,Île-de-France,Paris,75015
77.200.69.0/24,FR,Île-de-France,Paris,75015
77.200.70.0/24,FR,Île-de-France,Paris,75015
77.200.74.0/24,FR,Île-de-France,Paris,75015
77.200.67.0/24,FR,Île-de-France,Paris,75015
77.200.73.0/24,FR,Île-de-France,Paris,75015
77.200.75.0/24,FR,Île-de-France,Paris,75015
77.200.76.0/24,FR,Île-de-France,Paris,75015
77.200.77.0/24,FR,Île-de-France,Paris,75015
77.200.78.0/24,FR,Île-de-France,Paris,75015
77.200.79.0/24,FR,Île-de-France,Paris,75015
77.200.82.0/24,FR,Île-de-France,Paris,75015
77.200.81.0/24,FR,Île-de-France,Paris,75015
77.200.86.0/24,FR,Île-de-France,Paris,75015
77.200.83.0/24,FR,Île-de-France,Paris,75015
77.200.88.0/24,FR,Île-de-France,Paris,75015
77.200.89.0/24,FR,Île-de-France,Paris,75015
77.200.84.0/24,FR,Île-de-France,Paris,75015
77.200.85.0/24,FR,Île-de-France,Paris,75015
77.200.80.0/24,FR,Île-de-France,Paris,75015
77.200.91.0/24,FR,Île-de-France,Paris,75015
77.200.87.0/24,FR,Île-de-France,Paris,75015
77.200.90.0/24,FR,Île-de-France,Paris,75015
77.200.95.0/24,FR,Île-de-France,Paris,75015
77.200.94.0/24,FR,Pays de la Loire,Corcoué-sur-Logne,44650
77.200.96.0/24,FR,Île-de-France,Paris,75000
77.200.97.0/24,FR,Île-de-France,Paris,75000
77.200.93.0/24,FR,Île-de-France,Paris,75015
77.200.33.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.200.101.0/24,FR,Île-de-France,Paris,75000
77.200.100.0/24,FR,Île-de-France,Paris,75000
77.200.105.0/24,FR,Île-de-France,Paris,75000
77.200.99.0/24,FR,Île-de-France,Paris,75000
77.200.107.0/24,FR,Île-de-France,Paris,75000
77.200.18.0/24,FR,Hauts-de-France,Watten,59143
77.200.104.0/24,FR,Île-de-France,Paris,75000
77.200.92.0/24,FR,Île-de-France,Paris,75015
77.200.111.0/24,FR,Auvergne-Rhône-Alpes,Riom,63201 CEDEX
77.200.103.0/24,FR,Île-de-France,Paris,75000
77.200.108.0/24,FR,Île-de-France,Paris,75000
77.200.98.0/24,FR,Île-de-France,Paris,75000
77.200.106.0/24,FR,Île-de-France,Paris,75000
77.200.113.0/24,FR,Nouvelle-Aquitaine,Lormont,33305 CEDEX
77.200.114.0/24,FR,Nouvelle-Aquitaine,Limoges,87045 CEDEX 1
77.200.116.0/24,FR,Nouvelle-Aquitaine,Jaunay-Clan,86135 CEDEX
77.200.115.0/24,FR,Nouvelle-Aquitaine,Limoges,87000
77.200.112.0/24,FR,Auvergne-Rhône-Alpes,Riom,63200
77.200.71.0/24,FR,Île-de-France,Paris,75015
77.200.102.0/24,FR,Île-de-France,Paris,75000
77.200.117.0/24,FR,Île-de-France,Paris,75000
77.200.110.0/24,FR,Auvergne-Rhône-Alpes,Moulins,3000
77.200.43.0/24,FR,Brittany,Loudéac,22609 CEDEX
77.200.128.0/24,FR,Île-de-France,Paris,75000
77.200.129.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13000
77.200.130.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13006
77.200.131.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13007
77.200.139.0/24,FR,Grand Est,Haguenau,67500
77.200.120.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.200.124.0/24,FR,Provence-Alpes-Côte d'Azur,Avignon,84140
77.200.126.0/24,FR,Auvergne-Rhône-Alpes,Replonges,1620
77.200.118.0/24,FR,Auvergne-Rhône-Alpes,Anse,69480
77.200.122.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.200.119.0/24,FR,Nouvelle-Aquitaine,Jaunay-Clan,86135 CEDEX
77.200.123.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.200.121.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.200.72.0/24,FR,Île-de-France,Paris,75015
77.200.170.0/24,FR,Normandy,Bolbec,76210
77.200.142.0/24,FR,Hauts-de-France,Somain,59490
77.200.132.0/24,FR,Centre,Vendôme,41100
77.200.133.0/24,FR,Nouvelle-Aquitaine,Rom,79120
77.200.135.0/24,FR,Île-de-France,Dagny,77320
77.200.134.0/24,FR,Normandy,Rouen,76914 CEDEX 9
77.200.138.0/24,FR,Grand Est,Haguenau,67500
77.200.136.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.200.141.0/24,FR,Corsica,Ajaccio,20000
77.200.137.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.200.140.0/24,FR,Corsica,Ajaccio,20182 CEDEX 1
77.200.143.0/24,FR,Hauts-de-France,Villeneuve-d'Ascq,59652 CEDEX
77.200.144.0/24,FR,Grand Est,Pompey,54340
77.200.146.0/24,FR,Brittany,Saint-Brice-en-Coglès,35460
77.200.147.0/24,FR,Brittany,Saint-Brice-en-Coglès,35460
77.200.148.0/24,FR,Nouvelle-Aquitaine,Mugron,40250
77.200.157.0/24,FR,Normandy,Mondeville,14120
77.200.152.0/24,FR,Auvergne-Rhône-Alpes,Clermont-Ferrand,63000
77.200.155.0/24,FR,Auvergne-Rhône-Alpes,Clermont-Ferrand,63000
77.200.156.0/24,FR,Bourgogne-Franche-Comté,Vesoul,70006 CEDEX
77.200.145.0/24,FR,Brittany,Montreuil-sur-Ille,35440
77.200.149.0/24,FR,Occitanie,Agde,34300
77.200.150.0/24,FR,Occitanie,Nistos,65150
77.200.151.0/24,FR,Occitanie,Millau,12104 CEDEX
77.200.153.0/24,FR,Auvergne-Rhône-Alpes,Clermont-Ferrand,63000
77.200.109.0/24,FR,Île-de-France,Paris,75000
77.200.193.0/24,FR,Provence-Alpes-Côte d'Azur,Rians,83560
77.200.154.0/24,FR,Auvergne-Rhône-Alpes,Clermont-Ferrand,63000
77.200.158.0/24,FR,Auvergne-Rhône-Alpes,Beynost,1700
77.200.159.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69005
77.200.160.0/24,FR,Normandy,Rouen,76914 CEDEX 9
77.200.161.0/24,FR,Normandy,Rouen,76914 CEDEX 9
77.200.173.0/24,FR,Bourgogne-Franche-Comté,Pontarlier,25300
77.200.171.0/24,FR,Occitanie,Colomiers,31774 CEDEX
77.200.174.0/24,FR,Hauts-de-France,Marcq-en-Barœul,59849 CEDEX
77.200.180.0/24,FR,Brittany,Le Relecq-Kerhuon,29480
77.200.176.0/24,FR,Hauts-de-France,Arras,62974 CEDEX 9
77.200.181.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17000
77.200.177.0/24,FR,Hauts-de-France,Arras,62974 CEDEX 9
77.200.190.0/24,FR,Brittany,Bourseul,22130
77.200.178.0/24,FR,Brittany,Plouigneau,29610
77.200.179.0/24,FR,Brittany,Plouigneau,29610
77.200.184.0/24,FR,Bourgogne-Franche-Comté,Gendrey,39350
77.200.186.0/24,FR,Nouvelle-Aquitaine,Laroque-Timbaut,47340
77.200.188.0/24,FR,Brittany,Plumelec,56420
77.200.165.0/24,FR,Île-de-France,Paris,75000
77.200.189.0/24,FR,Île-de-France,Paris,75783 CEDEX 16
77.200.216.0/24,FR,Auvergne-Rhône-Alpes,Annemasse,74100
77.200.162.0/24,FR,Normandy,Rouen,76914 CEDEX 9
77.200.192.0/24,FR,Île-de-France,Paris,75000
77.200.164.0/24,FR,Auvergne-Rhône-Alpes,Verneix,3190
77.200.208.0/24,FR,Auvergne-Rhône-Alpes,Annemasse,74100
77.200.166.0/24,FR,Bourgogne-Franche-Comté,Pontarlier,25300
77.200.167.0/24,FR,Île-de-France,Paris,75000
77.200.168.0/24,FR,Hauts-de-France,Arras,62000
77.200.195.0/24,FR,Brittany,Rosporden,29140
77.200.196.0/24,FR,Brittany,Mordelles,35310
77.200.197.0/24,FR,Brittany,Le Lou-du-Lac,35360
77.200.198.0/24,FR,Auvergne-Rhône-Alpes,Vichy,03209 CEDEX
77.200.199.0/24,FR,Auvergne-Rhône-Alpes,Vichy,3200
77.200.169.0/24,FR,Hauts-de-France,Arras,62000
77.200.200.0/24,FR,Pays de la Loire,Nantes,44000
77.200.201.0/24,FR,Auvergne-Rhône-Alpes,Bessenay,69690
77.200.172.0/24,FR,Bourgogne-Franche-Comté,Pontarlier,25300
77.200.202.0/24,FR,Brittany,Taupont,56800
77.200.175.0/24,FR,Brittany,Plouarzel,29810
77.200.203.0/24,FR,Occitanie,Toulouse,31489 CEDEX 4
77.200.182.0/24,FR,Île-de-France,Champigny-sur-Marne,94500
77.200.204.0/24,FR,Île-de-France,Paris,75000
77.200.183.0/24,FR,Île-de-France,Bourron-Marlotte,77780
77.200.205.0/24,FR,Bourgogne-Franche-Comté,Champlitte,70600
77.200.185.0/24,FR,Pays de la Loire,Château-Thébaud,44690
77.200.206.0/24,FR,Île-de-France,Paris,75000
77.200.187.0/24,FR,Nouvelle-Aquitaine,Port-Sainte-Marie,47130
77.200.207.0/24,FR,Bourgogne-Franche-Comté,Gibles,71800
77.200.209.0/24,FR,Provence-Alpes-Côte d'Azur,Breil-sur-Roya,6540
77.200.210.0/24,FR,Grand Est,Senuc,8250
77.200.211.0/24,FR,Auvergne-Rhône-Alpes,Maillet,3190
77.200.212.0/24,FR,Hauts-de-France,Leffrinckoucke,59495
77.200.213.0/24,FR,Hauts-de-France,Dunkerque,59140
77.199.212.0/24,FR,Occitanie,Bretenoux,46130
77.200.194.0/24,FR,Brittany,Le Pertre,35370
77.200.229.0/24,FR,Île-de-France,Paris,75000
77.200.230.0/24,FR,Hauts-de-France,Bonneuil-les-Eaux,60120
77.200.214.0/24,FR,Nouvelle-Aquitaine,Mérignac,33693 CEDEX
77.200.191.0/24,FR,Île-de-France,Clichy-sous-Bois,93390
77.200.227.0/24,FR,Nouvelle-Aquitaine,Vertheuil,33180
77.200.219.0/24,FR,Brittany,Brélidy,22140
77.200.215.0/24,FR,Normandy,Neufchâtel-en-Bray,76270
77.200.220.0/24,FR,Île-de-France,Paris,75000
77.200.221.0/24,FR,Île-de-France,Paris,75000
77.200.222.0/24,FR,Île-de-France,Paris,75000
77.200.223.0/24,FR,Nouvelle-Aquitaine,Villegouge,33141
77.200.224.0/24,FR,Île-de-France,Paris,75000
77.200.225.0/24,FR,Provence-Alpes-Côte d'Azur,Allauch,13718 CEDEX
77.200.226.0/24,FR,Auvergne-Rhône-Alpes,Montélimar,26215 CEDEX
77.200.218.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33000
77.200.217.0/24,FR,Auvergne-Rhône-Alpes,Annemasse,74100
77.201.0/24.0/24,FR,Occitanie,Agde,34302 CEDEX
77.201.1.0/24,FR,Occitanie,Agde,34300
77.200.234.0/24,FR,Île-de-France,Paris,75000
77.200.232.0/24,FR,Occitanie,Béziers,34500
77.200.236.0/24,FR,Île-de-France,Paris,75000
77.200.250.0/24,FR,Auvergne-Rhône-Alpes,La Murette,38140
77.200.253.0/24,FR,Occitanie,Agde,34300
77.200.228.0/24,FR,Grand Est,Tinqueux,51430
77.200.127.0/24,FR,Nouvelle-Aquitaine,Pressac,86460
77.200.235.0/24,FR,Île-de-France,Paris,75000
77.200.237.0/24,FR,Île-de-France,Paris,75000
77.200.238.0/24,FR,Nouvelle-Aquitaine,Villegouge,33141
77.200.239.0/24,FR,Île-de-France,Paris,75000
77.200.231.0/24,FR,Île-de-France,Paris,75000
77.200.240.0/24,FR,Île-de-France,Paris,75000
77.200.241.0/24,FR,Île-de-France,Paris,75000
77.201.3.0/24,FR,Grand Est,Aix-en-Othe,10160
77.200.242.0/24,FR,Île-de-France,Paris,75000
77.200.243.0/24,FR,Île-de-France,Paris,75000
77.200.244.0/24,FR,Île-de-France,Paris,75000
77.200.245.0/24,FR,Île-de-France,Paris,75000
77.200.246.0/24,FR,Île-de-France,Paris,75000
77.200.247.0/24,FR,Nouvelle-Aquitaine,Vertheuil,33180
77.200.248.0/24,FR,Brittany,Questembert,56239 CEDEX
77.201.4.0/24,FR,Provence-Alpes-Côte d'Azur,Châteauneuf-du-Pape,84230
77.200.249.0/24,FR,Provence-Alpes-Côte d'Azur,Théoule-sur-Mer,6590
77.200.251.0/24,FR,Occitanie,Septfonds,82240
77.200.252.0/24,FR,Occitanie,Agde,34302 CEDEX
77.201.5.0/24,FR,Bourgogne-Franche-Comté,Pouilly-en-Auxois,21320
77.201.6.0/24,FR,Occitanie,Carmaux,81400
77.201.7.0/24,FR,Occitanie,Caissargues,30132
77.201.8.0/24,FR,Auvergne-Rhône-Alpes,Thonon-les-Bains,74208 CEDEX
77.201.9.0/24,FR,Grand Est,Wintzenbach,67470
77.201.11.0/24,FR,Île-de-France,Paris,75000
77.201.2.0/24,FR,Centre,Marcilly-en-Gault,41210
77.201.13.0/24,FR,Provence-Alpes-Côte d'Azur,Cagnes-sur-Mer,06806 CEDEX
77.200.254.0/24,FR,Auvergne-Rhône-Alpes,Cluses,74300
77.201.14.0/24,FR,Centre,Romorantin-Lanthenay,41204 CEDEX
